lakeid,lakename,year4,daynum,sampledate,depth,temperature_C,dissolvedOxygen,irradianceWater,irradianceDeck,comments
T,Tuesday Lake,2014,239,8/27/14,7,4.2,0.4,NA,NA,NA
T,Tuesday Lake,2014,239,8/27/14,8,4.1,0.4,NA,NA,NA
T,Tuesday Lake,2014,239,8/27/14,9,4.1,0.4,NA,NA,NA
T,Tuesday Lake,2014,239,8/27/14,10,4.1,0.4,NA,NA,NA
R,Peter Lake,2015,138,5/18/15,0,15.5,13,397,412,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,0.25,NA,NA,309,396,NA
R,Peter Lake,2015,138,5/18/15,0.5,15.5,12.8,228,376,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,0.75,NA,NA,178,391,NA
R,Peter Lake,2015,138,5/18/15,1,15.5,12.6,139,410,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,1.5,14.5,13,93,423,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,2,13.7,13,64,445,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,2.5,12.1,15.3,50,499,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,3,9.8,16.6,39.2,573,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,3.5,7.6,18,28,623,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,4,6.5,18,16,580,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,4.5,5.6,17.9,7.94,545,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,5,5.4,12.1,4.72,571,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,5.5,4.7,5.5,2.88,590,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,6,4.6,5.2,1.71,594,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,6.5,4.6,4.4,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,7,4.5,4.3,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,8,4.4,4.1,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,9,4.4,4,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,10,4.4,4.3,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,11,4.4,4.3,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,138,5/18/15,12,4.5,4.3,NA,NA,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,0,13.1,9.4,274.6,289.6,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,0.25,NA,NA,232.4,291.4,NA
L,Paul Lake,2015,139,5/19/15,0.5,13.1,9.1,175.8,286.3,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,0.75,NA,NA,139.2,282.1,NA
L,Paul Lake,2015,139,5/19/15,1,13.1,8.9,106.8,283.3,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,1.5,13.1,8.5,74,290.8,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,2,13.1,8.8,54.4,296.8,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,2.5,12.8,9,41.2,296.1,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,3,11.5,10.3,31.9,299.3,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,3.5,9.7,10.8,24.5,298.2,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,4,8.4,10.8,18.7,297.1,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,4.5,7.4,11.2,13.6,301.4,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,5,6.7,9.5,9.15,307.1,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,5.5,6,6.5,6.02,306.9,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,6,5.5,2.8,3.6,306.5,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,6.5,5.2,2.6,2.05,308.8,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,7,5,2.6,NA,NA,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,8,4.9,2.5,NA,NA,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,139,5/19/15,9,4.9,2.4,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,0,13.1,9.4,1160,1240,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,0.25,NA,NA,700,1279,NA
T,Tuesday Lake,2015,140,5/20/15,0.5,12.6,9.4,390,1274,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,0.75,NA,NA,237,1278,NA
T,Tuesday Lake,2015,140,5/20/15,1,12.5,8.8,137.6,1270,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,1.5,12.4,8.6,60.41,1255,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,2,12,9.3,21.65,1299,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,2.5,8,6.9,9.721,1310,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,3,6.4,5.5,4.1,1298,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,3.5,5.6,3.8,1.77,1228,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,4,5.1,1.9,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,4.5,4.7,1.7,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,5,4.5,1.6,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,5.5,4.3,1.5,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,6,4.3,1.5,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,6.5,4.2,1.5,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,7,4.2,1.4,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,8,4.2,1.4,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,9,4.2,1.5,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,10,4.2,1.5,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,11,4.2,1.6,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,140,5/20/15,12,4.2,1.5,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,0,17.4,8.3,134.1,137.4,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,0.25,NA,NA,115.6,146.7,NA
R,Peter Lake,2015,145,5/25/15,0.5,17.4,8,83.06,138.3,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,0.75,NA,NA,59.92,126.7,NA
R,Peter Lake,2015,145,5/25/15,1,16,8.8,41.41,115.5,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,1.5,14.4,8.9,24.57,108.7,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,2,13.6,9.2,16.43,107.2,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,2.5,13.5,9.7,11.69,110.6,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,3,11.2,11.8,8.17,115.5,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,3.5,8.9,12.3,5.844,125,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,4,7.5,12.1,3.354,125.4,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,4.5,6.3,12,2.278,129.8,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,5,5.6,11.1,1.059,116.9,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,5.5,5,3.9,0.5885,116.7,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,6,4.8,3,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,6.5,4.8,2.8,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,7,4.7,2.6,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,8,4.5,2.4,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,9,4.4,2.3,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,10,4.5,2.3,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,11,4.5,2.3,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,145,5/25/15,12,4.5,2.3,NA,NA,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,146,5/26/15,0,17.4,7.9,701.9,731.1,DO taken with Jones Lab Meter
L,Paul Lake,2015,146,5/26/15,0.25,NA,NA,522.8,685.9,NA
L,Paul Lake,2015,146,5/26/15,0.5,17.5,8,424.2,729.4,DO taken with Jones Lab Meter
L,Paul Lake,2015,146,5/26/15,0.75,NA,NA,354.6,724,NA
L,Paul Lake,2015,146,5/26/15,1,17.3,7.5,254.7,680.9,DO taken with Jones Lab Meter
L,Paul Lake,2015,146,5/26/15,1.5,16.6,8.7,186.5,734.8,DO taken with Jones Lab Meter
L,Paul Lake,2015,146,5/26/15,2,15.4,8.8,145.4,745,DO taken with Jones Lab Meter
L,Paul Lake,2015,146,5/26/15,2.5,14.6,8.8,110.4,742.8,DO taken with Jones Lab Meter
L,Paul Lake,2015,146,5/26/15,3,13,9.4,84.5,766.4,DO taken with Jones Lab Meter
L,Paul Lake,2015,146,5/26/15,3.5,11.4,10.6,65.49,777.8,DO taken with Jones Lab Meter
L,Paul Lake,2015,146,5/26/15,4,9.5,10.7,51.18,797.6,DO taken with Jones Lab Meter
L,Paul Lake,2015,146,5/26/15,4.5,8.1,10.4,42.27,802.6,DO taken with Jones Lab Meter
L,Paul Lake,2015,146,5/26/15,5,7.2,8.3,29.3,804.4,DO taken with Jones Lab Meter
L,Paul Lake,2015,146,5/26/15,5.5,6.4,4.3,20.72,796,DO taken with Jones Lab Meter
L,Paul Lake,2015,146,5/26/15,6,6,0.4,13.61,793.2,DO taken with Jones Lab Meter
L,Paul Lake,2015,146,5/26/15,6.5,5.6,0.1,7.798,961,DO taken with Jones Lab Meter
L,Paul Lake,2015,146,5/26/15,7,5.3,0.1,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,146,5/26/15,8,5,0.05,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,146,5/26/15,9,4.9,0.05,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,0,18,8.3,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,0.5,18,8.2,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,1,17.6,8.4,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,1.5,16.5,9.4,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,2,15.3,9.6,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,2.5,13.7,9.8,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,3,11.8,11.8,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,3.5,8.9,12.5,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,4,7.4,12.3,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,4.5,6.4,12.7,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,5,5.7,11.3,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,5.5,5,1,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,6,4.8,0.4,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,7,4.7,0.2,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,8,4.5,0.1,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,9,4.4,0.05,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,10,4.4,0.05,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,11,4.5,0.03,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,146,5/26/15,12,4.5,0.03,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,146,5/26/15,0,19,8.1,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,146,5/26/15,0.5,18.6,7.9,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,146,5/26/15,1,17.6,8.2,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,146,5/26/15,1.5,14.9,9.5,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,146,5/26/15,2,12.3,11.5,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,146,5/26/15,2.5,10.1,9.8,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,146,5/26/15,3,6.9,4.3,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,146,5/26/15,3.5,6,2.8,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,146,5/26/15,4,5.3,0.3,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,146,5/26/15,4.5,4.8,0.1,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,146,5/26/15,5,4.7,0.1,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,146,5/26/15,6,4.4,0.1,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,146,5/26/15,7,4.3,0.05,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,146,5/26/15,8,4.2,0.05,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,146,5/26/15,9,4.2,0.05,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,146,5/26/15,10,4.2,0.05,NA,NA,DO taken with Jones Lab Meter
T,Tuesday Lake,2015,147,5/27/15,0,17.3,8.7,939.2,941.5,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,0.25,NA,NA,550.4,979.4,NA
T,Tuesday Lake,2015,147,5/27/15,0.5,17.1,8.4,295.6,871.7,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,0.75,NA,NA,184.5,863.7,NA
T,Tuesday Lake,2015,147,5/27/15,1,17,8.4,138.7,939.7,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,1.5,15.3,9.5,56.12,888.9,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,2,12,11.7,29.75,1006,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,2.5,8.6,6.8,11.62,1065,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,3,6.9,5.3,4.932,1097,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,3.5,6.1,3.2,2.169,1138,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,4,5.3,1.3,0.9989,1136,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,4.5,4.9,1.2,0.6026,1135,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,5,4.6,1.2,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,5.5,4.4,1.3,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,6,4.3,1.3,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,6.5,4.3,1.2,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,7,4.3,1.2,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,8,4.2,1.2,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,9,4.2,1.2,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,147,5/27/15,10,4.2,1.2,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,0,16.9,8.8,1345,1356,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,0.25,NA,NA,1058,1385,NA
R,Peter Lake,2015,152,6/1/15,0.5,16.9,8.5,809.3,1366,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,0.75,NA,NA,671.5,1356,NA
R,Peter Lake,2015,152,6/1/15,1,16.6,8.6,509.8,1321,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,1.5,16.5,8.3,323.6,1322,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,2,16.4,8.4,229.6,1322,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,2.5,15.1,9.9,150.3,1310,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,3,12,12.3,96.7,1257,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,3.5,9.9,13.1,60.08,1339,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,4,8.1,13.1,35.44,1338,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,4.5,6.7,13.2,19.4,1318,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,5,5.8,9.4,9.346,1293,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,5.5,5.1,3.2,4.283,1298,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,6,5,2.8,2.211,1304,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,6.5,4.9,2.5,1.231,1322,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,7,4.8,2.4,0.7105,1408,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,8,4.5,2.3,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,9,4.5,2.2,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,10,4.5,2.2,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,11,4.5,2,NA,NA,DO Probe bad - Doesn't go to zero
R,Peter Lake,2015,152,6/1/15,12,4.5,2,NA,NA,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,0,17.4,8.9,1154,1164,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,0.25,NA,NA,1046,1169,NA
L,Paul Lake,2015,153,6/2/15,0.5,17.5,8.6,812.5,1230,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,0.75,NA,NA,708.5,1310,NA
L,Paul Lake,2015,153,6/2/15,1,17.4,8.3,539.7,1275,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,1.5,17.2,8.2,325.1,1076,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,2,17,8.3,214.4,1048,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,2.5,16.3,8.8,163,1138,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,3,13.8,10.4,116,1094,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,3.5,12.2,11.2,87.23,1085,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,4,10.2,11.4,67.72,1129,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,4.5,8.7,10.9,52.92,1257,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,5,7.6,8.4,38.29,1230,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,5.5,6.8,4.8,29.86,1243,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,6,6.2,1.8,17.08,1177,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,6.5,5.8,1.4,7.983,1014,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,7,5.5,1.3,NA,NA,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,8,5.1,1.3,NA,NA,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,9,5,1.3,NA,NA,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,153,6/2/15,10,4.9,1.3,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,0,18.3,8.3,1337,1304,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,0.25,NA,NA,843,1289,NA
T,Tuesday Lake,2015,154,6/3/15,0.5,18.1,8.2,525,1320,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,0.75,NA,NA,388,1300,NA
T,Tuesday Lake,2015,154,6/3/15,1,17.9,8.1,280,1295,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,1.5,17,8.4,89,1365,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,2,13.6,10.6,41,1331,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,2.5,9.7,7.2,17,1320,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,3,7.9,5.7,7.5,1303,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,3.5,6.4,3.6,2.8,1314,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,4,5.6,1.8,1.6,1361,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,4.5,5,1.7,1,1370,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,5,4.7,1.8,0.72,1430,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,5.5,4.5,1.8,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,6,4.3,1.9,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,6.5,4.3,1.8,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,7,4.3,1.8,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,8,4.2,1.9,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,9,4.3,1.9,NA,NA,DO Probe bad - Doesn't go to zero
T,Tuesday Lake,2015,154,6/3/15,10,4.2,2,NA,NA,DO Probe bad - Doesn't go to zero
L,Paul Lake,2015,156,6/5/15,0,20.1,8.2,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,0.5,20.1,8,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,1,19.8,7.9,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,1.5,19,8.1,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,2,18.4,8.8,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,2.5,17.2,9.2,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,3,14.9,10.1,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,3.5,12.7,12,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,4,10.8,12.3,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,4.5,9.1,11.9,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,5,7.9,9.2,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,5.5,7.2,6.3,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,6,6.6,2,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,6.5,5.9,0.5,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,7,5.5,0.3,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,8,5.2,0.2,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,9,5,0.2,NA,NA,DO taken with Jones Lab Meter
L,Paul Lake,2015,156,6/5/15,10,4.9,0.2,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,0,19.5,8.9,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,0.5,19.5,8.6,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,1,19.4,8.7,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,1.5,18.9,8.7,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,2,18.2,8.5,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,2.5,16.1,10.6,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,3,13.8,12.5,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,3.5,10.5,14.5,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,4,9.1,14.5,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,4.5,7.3,14.4,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,5,6,13.2,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,5.5,5.3,2,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,6,5,0.6,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,6.5,5,0.3,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,7,4.9,0.2,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,8,4.6,0.2,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,9,4.5,0.2,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,10,4.5,0.2,NA,NA,DO taken with Jones Lab Meter
R,Peter Lake,2015,156,6/5/15,11,4.5,0.2,NA,NA,DO taken with Jones Lab Meter
