CAS Number,Chemical Name,Chemical Grade,Chemical Analysis Method,Chemical Purity,Species Scientific Name,Species Common Name,Species Group,Organism Lifestage,Organism Age,Organism Age Units,Exposure Type,Media Type,Test Location,Number of Doses,Conc 1 Type (Author),Conc 1 (Author),Conc 1 Units (Author),Effect,Effect Measurement,Endpoint,Response Site,Observed Duration (Days),Observed Duration Units (Days),Author,Reference Number,Title,Source,Publication Year,Summary of Additional Parameters
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,9,Active ingredient,3.336,AI ng/org,Mortality,Mortality,LD50,Not reported,1,Day(s),"Laurino,D., A. Manino, A. Patetta, M. Ansaldi, and M. Porporato",168700,Acute Oral Toxicity of Neonicotinoids on Different Honey Bee Strains,Redia93:99-102,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,9,Active ingredient,3.018,AI ng/org,Mortality,Mortality,LD50,Not reported,2,Day(s),"Laurino,D., A. Manino, A. Patetta, M. Ansaldi, and M. Porporato",168700,Acute Oral Toxicity of Neonicotinoids on Different Honey Bee Strains,Redia93:99-102,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,9,Active ingredient,2.936,AI ng/org,Mortality,Mortality,LD50,Not reported,3,Day(s),"Laurino,D., A. Manino, A. Patetta, M. Ansaldi, and M. Porporato",168700,Acute Oral Toxicity of Neonicotinoids on Different Honey Bee Strains,Redia93:99-102,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,9,Active ingredient,4.546,AI ng/org,Mortality,Mortality,LD50,Not reported,1,Day(s),"Laurino,D., A. Manino, A. Patetta, M. Ansaldi, and M. Porporato",168700,Acute Oral Toxicity of Neonicotinoids on Different Honey Bee Strains,Redia93:99-102,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,9,Active ingredient,4.383,AI ng/org,Mortality,Mortality,LD50,Not reported,2,Day(s),"Laurino,D., A. Manino, A. Patetta, M. Ansaldi, and M. Porporato",168700,Acute Oral Toxicity of Neonicotinoids on Different Honey Bee Strains,Redia93:99-102,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,9,Active ingredient,3.151,AI ng/org,Mortality,Mortality,LD50,Not reported,3,Day(s),"Laurino,D., A. Manino, A. Patetta, M. Ansaldi, and M. Porporato",168700,Acute Oral Toxicity of Neonicotinoids on Different Honey Bee Strains,Redia93:99-102,2010,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,4.32,AI ng/org,Mortality,Mortality,LD50,Not reported,1,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,3.9,AI ng/org,Mortality,Mortality,LD50,Not reported,2,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,3.59,AI ng/org,Mortality,Mortality,LD50,Not reported,3,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,2.26,AI ng/org,Mortality,Mortality,LD50,Not reported,1,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,2.31,AI ng/org,Mortality,Mortality,LD50,Not reported,2,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,2.15,AI ng/org,Mortality,Mortality,LD50,Not reported,3,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,5.01,AI ng/org,Mortality,Mortality,LD50,Not reported,1,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,5.08,AI ng/org,Mortality,Mortality,LD50,Not reported,2,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,4.52,AI ng/org,Mortality,Mortality,LD50,Not reported,3,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,4.13,AI ng/org,Mortality,Mortality,LD50,Not reported,1,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,3.68,AI ng/org,Mortality,Mortality,LD50,Not reported,2,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,4.27,AI ng/org,Mortality,Mortality,LD50,Not reported,3,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,2.48,AI ng/org,Mortality,Mortality,LD50,Not reported,1,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,2.44,AI ng/org,Mortality,Mortality,LD50,Not reported,2,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,2.44,AI ng/org,Mortality,Mortality,LD50,Not reported,3,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,1.99,AI ng/org,Mortality,Mortality,LD50,Not reported,1,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,1.65,AI ng/org,Mortality,Mortality,LD50,Not reported,2,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,Food,No substrate,Lab,8,Active ingredient,1.64,AI ng/org,Mortality,Mortality,LD50,Not reported,3,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ng/org | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",Litter,Lab,5,Active ingredient,5.36,AI ppm,Mortality,Mortality,LD50,Not reported,1,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ppm | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",Litter,Lab,5,Active ingredient,3.53,AI ppm,Mortality,Mortality,LD50,Not reported,2,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ppm | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",Litter,Lab,5,Active ingredient,2.75,AI ppm,Mortality,Mortality,LD50,Not reported,3,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ppm | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",Litter,Lab,5,Active ingredient,5.27,AI ppm,Mortality,Mortality,LD50,Not reported,1,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ppm | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",Litter,Lab,5,Active ingredient,5.3,AI ppm,Mortality,Mortality,LD50,Not reported,2,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ppm | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
153719234,"3-[(2-Chloro-5-thiazolyl)methyl]tetrahydro-5-methyl-N-nitro-4H-1,3,5-oxadiazin-4-imine",Not reported,Unmeasured,25,Apis mellifera ssp. ligustica,Italian Honeybee,Insects/Spiders,Not reported,NR,Not reported,"Environmental, unspecified",Litter,Lab,5,Active ingredient,5.27,AI ppm,Mortality,Mortality,LD50,Not reported,3,Day(s),"Laurino,D., A. Manino, A. Patetta, and M. Porporato",165106,Toxicity of Neonicotinoid Insecticides on Different Honey Bee Genotypes,Bull. Insectol.66(1): 119-126,2013,Purity: Ê NR - NR | Organism Age: Ê NR - NR Not reported | Conc 1 (Author): Ê Active ingredient NR - NR AI ppm | Duration (Days): Ê NR - NR NR | Conc 2 (Author): Ê NR (NR - NR) NR | Conc 3 (Author): Ê NR (NR - NR) NR
